identifier,serie,title,date,langue
oai:persee:article/bifea_0303-7495_1973_num_2_3_1435,Bulletin de l'Institut Français d’Études Andines,Fotointerpretación fisiográfica como base para el mapeo de suelos,1973,fre
oai:persee:article/bifea_0303-7495_1973_num_2_1_1428,Bulletin de l'Institut Français d’Études Andines,La pachaca de Puchu en el reino de Cuismancu. Siglos XV y XVI,1973,fre
oai:persee:article/bie_1110-1938_1899_num_3_10_4268,Bulletin de l’institut d’Égypte,Table des matières,1899,fre
oai:persee:article/bie_1110-1938_1899_num_3_10_4257,Bulletin de l’institut d’Égypte,Manuscrits libyens découverts par M. Schiaparelli dans le musée de Turin,1899,fre
oai:persee:article/bie_1110-1938_1899_num_3_10_4262,Bulletin de l’institut d’Égypte,Extrait de l’inventaire du Musée de Ghizeh comprenant les objets entrés dans les collections du 1er janvier au 31 décembre 1899,1899,fre
oai:persee:article/bcrh_0770-6707_1838_num_2_2_3984,Bulletin de la Commission royale d'Histoire,Table des matières du second volume,1838,fre
oai:persee:article/bcrh_0770-6707_1838_num_2_2_3977,Bulletin de la Commission royale d'Histoire,"Suite des inventaires des manuscrit s relatifs à la Belgique, conservés dans des cabinets particuliers ou des dépôts publics. — Fin de la liste des manuscrits trouvés autrefois chez les jésuites et réservés pour le Gouvernement",1838,fre
oai:persee:article/bcrh_0770-6707_1840_num_3_3_3998,Bulletin de la Commission royale d'Histoire,"Extrait des archives de l'abbaye de St.-Willibrod d'Echternach, qui se trouvent à Coblence",1840,fre
oai:persee:article/bsef_2022-1606_1896_num_1_1_21749,Bulletin de la Société entomologique de France,Nouvelle espèce du genre Pasiropsis Reut. (Reduviidae [Hém.],1896,fre
oai:persee:article/bsef_2022-1606_1896_num_1_2_28535,Bulletin de la Société entomologique de France,Avis important,1896,fre
oai:persee:article/bsef_2022-1606_1896_num_1_2_21766,Bulletin de la Société entomologique de France,Notes sur une Cétoine anormale [Col.],1896,fre
oai:persee:article/bsnaf_0081-1181_1945_num_1942_1_3580,Bulletin de la Société Nationale des Antiquaires de France,Masque de bronze du Musée de Senlis,1945,fre
oai:persee:article/bsnaf_0081-1181_1945_num_1942_1_11198,Bulletin de la Société Nationale des Antiquaires de France,Vie de la société,1945,fre
oai:persee:article/bsnaf_0081-1181_1945_num_1942_1_11279,Bulletin de la Société Nationale des Antiquaires de France,"Différentes sépultures qui se trouvaient dans les ruines de l'église de Courrières, incendiée en mai 1940",1945,fre
oai:persee:article/bspf_0249-7638_1904_num_1_10_11310,Bulletin de la Société préhistorique française,Les pétroglyphes de Seine-et-Oise,1904,fre
oai:persee:article/bspf_0249-7638_1904_num_1_10_11312,Bulletin de la Société préhistorique française,Présentations de pièces,1904,fre
oai:persee:article/bspf_0249-7638_1904_num_1_10_11305,Bulletin de la Société préhistorique française,Le rachitisme à l'époque préhistorique,1904,fre
oai:persee:article/bulmi_0150-9640_1878_num_1_3_1412,Bulletin de Minéralogie,Extraits de diverses publications,1878,fre
oai:persee:article/bulmi_0150-9640_1878_num_1_3_1410,Bulletin de Minéralogie,Sur un nouvel appareil à densité,1878,fre
oai:persee:article/bulmi_0150-9640_1878_num_1_1_2361,Bulletin de Minéralogie,Compte-rendu de la Séance du 11 avril 1878,1878,fre
oai:persee:article/bupsy_0242-5432_1951_num_4_9_4233,Bulletin de psychologie,Quelques aspects de la psychologie au Mexique,1951,fre
oai:persee:article/bupsy_0242-5432_1951_num_4_9_4225,Bulletin de psychologie,Les données que la pathologie sensorielle fournit à la psychophysiologie,1951,fre
oai:persee:article/bupsy_0242-5432_1951_num_4_9_4236,Bulletin de psychologie,L'orientation et les problèmes scolaires actuels,1951,fre
oai:persee:article/bamed_0240-8805_2005_num_67_1_931,Bulletin des anglicistes médiévistes,"Paul Bacquet, 1925-2005",2005,fre
oai:persee:article/bamed_0240-8805_1984_num_26_1_2449,Bulletin des anglicistes médiévistes,"Medieval Sermon Studies Symposium, Université d’Oxford (1984)",1984,fre
oai:persee:article/bamed_0240-8805_1984_num_26_1_1804,Bulletin des anglicistes médiévistes,"La fin du monde. Colloque de l'Université de Reading (1984), ""The End of the World""",1984,fre
oai:persee:article/argil_0366-5674_1950_num_2_1_893,Bulletin du Groupe français des Argiles,Complexe montmorillonite-acétone en phase vapeur,1950,fre
oai:persee:article/argil_0366-5674_1949_num_1_1_884,Bulletin du Groupe français des Argiles,Préparation des suspensions argileuses,1949,fre
oai:persee:article/argil_0366-5674_1949_num_0_1_1252,Bulletin du Groupe français des Argiles,Quelques aspects des problèmes rhéologiques,1949,fre
oai:persee:article/hispa_0007-4640_1899_num_1_3_1189,Bulletin Hispanique,Liste des membres de la Société de correspondance hispanique,1899,fre
oai:persee:article/hispa_0007-4640_1899_num_1_2_1173,Bulletin Hispanique,Un nouveau roi Wisigoth,1899,fre
oai:persee:article/hispa_0007-4640_1899_num_1_3_1185,Bulletin Hispanique,Epistula scripta in latere nondum cocto et nuper inventa in Hispania cum commentario Aemilii Hübner,1899,fre
oai:persee:article/bulmo_0007-473x_2001_num_159_3_1035_t1_0273_0000_4,Bulletin Monumental,"Krista De Jonge, dir., Le château de Boussu, Namur, Division du Patrimoine de la DGATLP du ministère de la Région wallonne, 1998 (Etudes et documents. Monuments et sites, 8)",2001,fre
oai:persee:article/bulmo_0007-473x_1998_num_156_1_1941,Bulletin Monumental,Sommaire,1998,fre
oai:persee:article/bulmo_0007-473x_2001_num_159_4_1052,Bulletin Monumental,Paris. Deux documents inédits sur l'architecte Jean de Felin (1488) et sur l'hôtel des archevêques de Sens,2001,fre
oai:persee:article/barb_0001-4133_2005_num_16_7_39014,Bulletins de l'Académie Royale de Belgique,5. Commission des affaires internes,2005,fre
oai:persee:article/barb_0001-4133_2005_num_16_7_23735,Bulletins de l'Académie Royale de Belgique,La 79e session du Comité de l'Union académique internationale,2005,fre
oai:persee:article/barb_0001-4133_2005_num_16_7_23749,Bulletins de l'Académie Royale de Belgique,Procès-verbal de la séance du lundi 4 juillet 2005,2005,fre
oai:persee:article/ihtp_1256-5733_1984_num_5_1_1891,Bulletins de l'Institut d'Histoire du Temps Présent,La périodisation des politiques urbaines françaises : le point de vue d'un juriste.,1984,fre
oai:persee:article/ihtp_1256-5733_1984_num_6_1_3021,Bulletins de l'Institut d'Histoire du Temps Présent,Présentation,1984,fre
oai:persee:article/ihtp_1256-5733_1984_num_6_1_3048,Bulletins de l'Institut d'Histoire du Temps Présent,Aéronautique et espace,1984,fre
oai:persee:article/bmsap_0301-8644_1866_num_1_1_4200,Bulletins et Mémoires de la Société d'Anthropologie de Paris,Sur la caractéristique de l'espèce et de la race,1866,fre
oai:persee:article/bmsap_0301-8644_1866_num_1_1_4191,Bulletins et Mémoires de la Société d'Anthropologie de Paris,Sur les Andamanites ou Mincopies,1866,fre
oai:persee:article/bmsap_0301-8644_1866_num_1_1_4197,Bulletins et Mémoires de la Société d'Anthropologie de Paris,Discours sur l'homme et les animaux,1866,fre
oai:persee:article/cllum_1763-4261_2003_num_1_1_847,Cahier Louis-Lumière,Éditorial,2003,fre
oai:persee:article/cllum_1763-4261_2003_num_1_1_849,Cahier Louis-Lumière,Le noir et blanc au cinéma,2003,fre
oai:persee:article/cllum_1763-4261_2003_num_1_1_856,Cahier Louis-Lumière,Filmer en amour,2003,fre
oai:persee:article/cchav_0184-1025_1979_num_1_1_892,Cahiers Charles V,Autour du passif,1979,fre
oai:persee:article/cchav_0184-1025_1979_num_1_1_895,Cahiers Charles V,Un problème de repérage temporel : ago et before,1979,fre
oai:persee:article/cchav_0184-1025_1979_num_1_1_899,Cahiers Charles V,Pronoun envy ou la querelle du masculin générique,1979,fre
oai:persee:article/cep_0154-8344_1994_num_23_1_1155,Cahiers d'économie politique,Étalon et moyen de paiement : la disparition de l'unité de compte dans les premiers écrits de David Ricardo (1809-1811),1994,fre
oai:persee:article/cep_0154-8344_1974_num_1_1_878,Cahiers d'économie politique,A propos du Livre de R. Vernon Les entreprises multinationales,1974,fre
oai:persee:article/cep_0154-8344_1974_num_1_1_874,Cahiers d'économie politique,Quelques remarques sur la différenciation des taux de profit,1974,fre
oai:persee:article/cea_0008-0055_1960_num_1_1_2936,Cahiers d'études africaines,Structures sociales traditionnelles en Afrique Noire,1960,fre
oai:persee:article/cea_0008-0055_1963_num_4_13_3006,Cahiers d'études africaines,Le traité d'échange de territoires sur la Côte de l'Or entre la Grande-Bretagne et les Pays-Bas en 1867,1963,fre
oai:persee:article/cea_0008-0055_1963_num_4_13_3007,Cahiers d'études africaines,Premières années de l'implantation du christianisme au Lesotho (1833-1847),1963,fre
oai:persee:article/cetge_0751-4239_1980_hos_1_1_934,Cahiers d'Études Germaniques,La Fonction poétique de l'utopie,1980,fre
oai:persee:article/cetge_0751-4239_1978_num_2_1_913,Cahiers d'Études Germaniques,L'infraction sémantique dans le discours expressionniste. Contribution à une réflexion méthodologique,1978,fre
oai:persee:article/cetge_0751-4239_1980_hos_1_1_936,Cahiers d'Études Germaniques,Robert Musil et l'Utopie,1980,fre
oai:persee:article/cehm_0396-9045_1978_num_3_1_984,Cahiers d'Études Hispaniques Médiévales,"Edition de texte, analyse textuelle et ponctuation (brèves réflexions sur les écrits en prose)",1978,fre
oai:persee:article/cehm_0396-9045_1978_num_3_1_980,Cahiers d'Études Hispaniques Médiévales,Los derivados aspectivos de base verbal en el « Setenario » de Alfonso el Sabio (suite et fin),1978,fre
oai:persee:article/cehm_0396-9045_1978_num_3_1_979,Cahiers d'Études Hispaniques Médiévales,L'évolution et la disparition de l'adverbe de lieu « y » dans les manuscrits du « Libro de la Montería »,1978,fre
oai:persee:article/asie_0766-1177_1985_num_1_1_858,Cahiers d'Extrême-Asie,Voltaire and East Asia— A Few Reflections on the Nature of Humanism,1985,fre
oai:persee:article/asie_0766-1177_1986_num_2_1_1240,Cahiers d'Extrême-Asie,A nos lecteurs / To our readers,1986,fre
oai:persee:article/asie_0766-1177_1985_num_1_1_856,Cahiers d'Extrême-Asie,Clichés canoniques bouddhiques dans les légendes sur les débuts du bouddhisme au Japon,1985,fre
oai:persee:article/ccmed_0007-9731_1959_num_2_5_1085_t1_0098_0000_2,Cahiers de civilisation médiévale,René Alleau. — De la nature des symboles,1959,fre
oai:persee:article/ccmed_0007-9731_1958_num_1_3_1063_t1_0383_0000_2,Cahiers de civilisation médiévale,K.-J. Hollyman. — Le développement du vocabulaire féodal en France pendant le haut moyen âge. Étude sémantique.,1958,fre
oai:persee:article/ccmed_0007-9731_1959_num_2_8_1112,Cahiers de civilisation médiévale,Compléments aux bibliographies parues dans les tomes précédents,1959,fre
oai:persee:article/cafan_0575-061x_1966_act_1_1_903,Cahiers de Fanjeaux,L’élargissement universel de la prédication de saint Dominique en Languedoc (1206-1217),1966,fre
oai:persee:article/cafan_0575-061x_1966_act_1_1_890,Cahiers de Fanjeaux,"Sessions d’histoire religieuse du Midi, Cahiers de Fanjeaux",1966,fre
oai:persee:article/cafan_0575-061x_1966_act_1_1_896,Cahiers de Fanjeaux,Predicantibus — predicatoribus. La bulle du 21 janvier 1217 (H 317). Note,1966,fre
oai:persee:article/cafon_0395-8418_1976_num_2_1_1694,Cahiers de Fontenay,"Les ""principes"" de la cinétique chimique",1976,fre
oai:persee:article/cafon_0395-8418_1976_num_2_1_1698,Cahiers de Fontenay,Expériences de cinétique chimique,1976,fre
oai:persee:article/cafon_0984-9912_1994_act_15_1_1076,Cahiers de Fontenay,Les intervenants,1994,fre
oai:persee:article/apliu_0248-9430_1980_num_1_1_1448,Cahiers de l'APLIUT,La Documentation Automatique en Sciences Humaines,1980,fre
oai:persee:article/apliu_0248-9430_1980_num_1_1_1438,Cahiers de l'APLIUT,"Les actions pédagogiques de l'APLIUT : calendrier des réunions, colloques, séminaires etc...",1980,fre
oai:persee:article/apliu_0248-9430_1980_num_1_1_1816,Cahiers de l'APLIUT,Bulletin d'adhésion membre actif ou associé,1980,fre
oai:persee:article/caief_0571-5865_1953_num_3_1_2027,Cahiers de l'Association internationale des études francaises,"L'euphémisme littéraire, fonctions et limites",1953,fre
oai:persee:article/caief_0571-5865_1953_num_3_1_2009,Cahiers de l'Association internationale des études francaises,Questions de stylistique,1953,fre
oai:persee:article/caief_0571-5865_1951_num_1_1_2006,Cahiers de l'Association internationale des études francaises,Le problème de l'intonation,1951,fre
oai:persee:article/camed_0395-9317_1970_num_1_1_1326,Cahiers de la Méditerranée,"L'achèvement sur le territoire italien de la ""route du 7e méridien""",1970,fre
oai:persee:article/camed_0395-9317_1971_num_3_1_1349,Cahiers de la Méditerranée,Statuts réglementaires agricoles dans le Comté de Nice au XVIIIe siècle,1971,fre
oai:persee:article/camed_0395-9317_1971_num_2_1_1334,Cahiers de la Méditerranée,Recherches sur les institutions communales en Provence au XVIIIe siècle,1971,fre
oai:persee:article/clao_0153-3320_1977_num_1_1_1020,Cahiers de linguistique - Asie orientale,Adverbiaux et compléments de lieu en chinois,1977,fre
oai:persee:article/clao_0153-3320_1977_num_2_1_1026,Cahiers de linguistique - Asie orientale,Les cas spatiaux en Toungouse (Evenk),1977,fre
oai:persee:article/clao_0153-3320_1978_num_3_1_1038,Cahiers de linguistique - Asie orientale,Element ordering in gestural languages and in archaic Chinese ideograms,1978,fre
oai:persee:article/casec_0761-9871_1985_num_3_1_1509,Cahiers de sociologie économique et culturelle. Ethnopsychologie,Approche ethnopsychologique du corps,1985,fre
oai:persee:article/casec_0761-9871_1984_num_1_1_1649,Cahiers de sociologie économique et culturelle. Ethnopsychologie,Les implications idéologiques du concept d'acculturation,1984,fre
oai:persee:article/casec_0761-9871_1984_num_1_1_1650,Cahiers de sociologie économique et culturelle. Ethnopsychologie,Théories de l'intérêt-altruisme et primat économique,1984,fre
oai:persee:article/cchyp_0761-8271_1986_num_6_1_1198,Cahiers du Centre d'Etudes Chypriotes,Sur le chemin des cathédrales de lumière : Chypre,1986,fre
oai:persee:article/cchyp_0761-8271_1990_num_13_1_1236,Cahiers du Centre d'Etudes Chypriotes,Ohnefalsch-Richter à Amathonte,1990,fre
oai:persee:article/cchyp_0761-8271_1988_num_10_2_1221,Cahiers du Centre d'Etudes Chypriotes,Monnaies chypriotes au Cabinet des Médailles de Marseille,1988,fre
oai:persee:article/ccgg_1016-9008_1999_num_10_1_1512,Cahiers du Centre Gustave Glotz,Bulletin de la Société française d'études épigraphiques sur Rome et le monde romain. Année 1998,1999,fre
oai:persee:article/ccgg_1016-9008_1996_num_7_1_1400,Cahiers du Centre Gustave Glotz,L'interdit contre les chrétiens : raison d'état ou mesure de police ?,1996,fre
oai:persee:article/ccgg_1016-9008_1998_num_9_1_1463,Cahiers du Centre Gustave Glotz,Des citoyens maîtres d'eux-mêmes : l'eukosmon de Sparte archaïque et classique,1998,fre
oai:persee:article/cafem_0154-7763_1977_num_1_1_2805,Cahiers du féminisme,Sommaire et informations diverses,1977,fre
oai:persee:article/cafem_0154-7763_1978_num_2_1_997,Cahiers du féminisme,Espagne : Entretien avec une ex-militante du M.D.M.,1978,fre
oai:persee:article/cafem_0154-7763_1977_num_1_1_2812,Cahiers du féminisme,Témoignage : Être femme de militant,1977,fre
oai:persee:article/gadge_1950-974x_2003_num_1_1_861,Cahiers du GADGES,« O douce volupté… ». Les douceurs de la sagesse dans Les Amours de Psyché et de Cupidon de La Fontaine,2003,fre
oai:persee:article/gadge_1950-974x_2003_num_1_1_864,Cahiers du GADGES,Esther et la douceur : une gageure dramatique,2003,fre
oai:persee:article/gadge_1950-974x_2005_num_2_1_1077,Cahiers du GADGES,Quand joue la clef. Autour du Théophraste moderne,2005,fre
oai:persee:article/cmr_0008-0160_1959_num_1_1_1403,Cahiers du Monde Russe,Éditorial,1959,fre
oai:persee:article/cmr_0008-0160_1959_num_1_1_1418,Cahiers du Monde Russe,Les sources de documentation sur la religion musulmane en Union soviétique depuis 1945,1959,fre
oai:persee:article/cmr_0008-0160_1960_num_1_2_1420,Cahiers du Monde Russe,Christian Rakovskij et le premier rapprochement franco-soviétique,1960,fre
